ISBN13,review
9788935668663,"[독후감]조국의 시간 : 조국
  조국 전 장관에 대해서는 정치적인 견해에 따라 그를 옹호하는 자와 비난하는 자로 나뉜다. 그런만큼 출간되자 마자 이 책에 대한 논란도 컸는데, 그간 언론에서 조국 전 장관에 대해 엄청난 공격을 퍼부었던 만큼 당사자 이야기도 들어봐야겠다 싶어 책을 샀다.
  전체적으로 읽는 동안 조국 전 법무부장관의 참담한 심경이 그대로 느껴졌다. 책은 총 10 장으로 이루어져 있다. 민정수석으로 재임하다 법무부장관으로 발탁될 당시, 과정과 본인을 둘러싼 상황에 대한 심경을 정리한 1장. 사모펀드, 동생의 위장이혼, 딸의 장학금 수혜, 웅동학원 등 검찰과 언론, 야당에서 제기한 여러 의혹들에 대해 조목조목 반박하고, 당시 이를 보도한 언론과 기자명, 재판의 결과에 대해 정리한 2장. 통제 받지 않은 권력을 가진 검찰의 문제점, 검찰개혁의 필요성 등에 대해 서술한 3장. 검찰의 편파적인 수사 행태와 언론의 취재, 보도 방식을 비판한 4장. 장관 인사청문회 때와 법무부장관 취임 후 검찰 개혁을 위해 추진했던 일들을 정리한 5장, 검찰개혁을 바라는 수 많은 시민들이 서초동에 모여 촛불집회를 열었을 당시의 상황에 대해 정리한 6장, 서울중앙지검과 서울동부지검에서 자신과 정경심 교수를 기소한 과정을 다룬 7장, 윤석렬의 행보를 분석하고 이외 문재인 정권을 공격했던 검찰의 행태를 다룬 8장, 그리고 촛불 시민들께 드리고 싶은 말씀, 앞으로의 행보에 대한 다짐을 다룬 프롤로그와 에필로그로 이루어져 있다.
  책에 언급된 사건들 중에는 최종심까지 마무리된 것들도 있고, 현재 재판이 진행 중인 것들도 있다. 모두 당시 대한민국의 모든 언론에서 대서특필하며 떠들어댔던 내용들이었다. 이 중에는 조국 장관과 직접적인 관련이 없는데도 언론에서 문제 제기를 했다가, 재판부의 판결이나 다른 경로로 전혀 의혹이 없는 것으로 결론이 난 것들이 많았다.
  일단 재판이 진행중인 사건들도 있던 만큼, 책에 나오는 모든 사건과 해명들을 옳고 그름의 관점에서 딱 잘라서 바라보지 않기 위해 노력하며 읽었다. 특히 열린민주당 최강욱 대표의 조국 전 장관 아들에 대한 허위인턴증명서 발급 재판의 결과 1심에서 선고가 내려진만큼, 조국 전 장관의 아들은 물론 최강욱 대표의 잘못도 있었다고 본다. 하지만 조국 전 장관이 사모펀드와 관련하여 권력형 범죄, 권력형 비리를 저질렀는가는 의문이며, 학생의 생활기록부에 적힌 체험활동과 봉사활동에 대한 실제시간 등을 문제 삼아 검찰이 기소하고, 사법부가 재판을 하고, 언론은 이를 대서특필하며, 야당이 여론 몰이를 하는 경우가 얼마나 이상한지 모르겠다.
  참고로 나경원 전 의원의 딸 대학성적이 D에서 A플러스로 10회 이상 대폭 상향 정정됐는데, 검찰은 이에 대해 강사의 재량이라며 불기소결정을 내렸다. 박형준 부산시장의 딸이 홍익대 미대 입시에서 특혜를 받고 부정입학했다는 당사자의 증언이 있었는데도, 박형준 후보에 대한 수사는 전혀 이루어지지 않고 있다. 검찰의 잣대가 이중적이라는 이야기다.
  애당초 재판까지 갈 사항이 아님에도 불구하고 여러 정치적 이유로 조국 전 장관과 그의 가족들이 재판을 받게 된 사건들이 많은 듯 하여 읽는 내내 마음이 아팠다. 도덕적, 윤리적으로 비난 받을 사항과, 사법의 영역에서 재판을 통해 시시비비를 가려야 할 사안은 분명히 다르다. 이 둘을 구분하는 방법은 의외로 어렵지 않다. 과거에 이런 부분들이 재판의 영역에서 다루어진 적이 있었는지를 살펴보면 된다. 개인적으론 공주대에서의 인턴십 활동의 경우, 공주대에서 조국 전 교수 딸의 인턴십 활동에 문제가 없다고 밝혔는데 검찰이 개입한 건 과잉범죄화라고 본다.
  책에는 검찰의 여러 비리와 과거 수사 과정 등이 매우 상세히 정리되어 있다. 대부분 언론에 의해 널리 알려졌는데 어쩐 일인지 국민들은 검찰은 이런 사건들에 대해 반성하지 않는다.
  검찰은 20년 12월 김봉현 전 스타모빌리티 회장에게 룸살롱 접대를 받은 검사들에 대해 96만 2천원 어치의 향흥을 접대 받은 것처럼 하여 불기소처리 했다. 김학의 전 법무부 차관에 대한 사건도 모두 검찰의 제식구 감싸기 때문에 유야무야되어 버렸다. 윤대진 검사장의 친형이 뇌물수수 혐의로 수사를 받는 중 해외로 도피했다. 그후 강제송환되었는데 검찰에서 무혐의를 받는다. 소윤이라 불리는 윤대진 검사장이, 윤석렬 총장의 심복이라 그랬던 걸까. 왜 검찰은 특정 사건에 대해서는 수사를 하지만, 특정 사건에 대해서는 덮어놓고 모른 척 할까. 검찰은 KBS 정현주 사장을 쫓아내기 위해 있지도 않은 혐의로 그를 무리하게 기소했고 광우병의 우려로 시민들이 촛불을 들었을 때, 정권의 위기를 타계하기 위해 MBC PD 수첩 제작진을 기소했다.
  검찰의 서울시 공무원 유우성씨 간첩 조작 사건, MB가 실소유주였던 BBK 특검 수사, 여검사를 성폭행한 검사에 대한 내부 비리 처리 문제 등이 어떻게 처리됐는가를 보면 정말 토가 나올 지경이다. 확실히 검찰에게 검찰의 내부 문제를 스스로 고치도록 맡겨두면 안 되겠다는 생각이 강하게 들었다. 어떻게 해서든 검찰이 가진 수사권과 기소권을 분리해야하지 않을까 싶다. 그리고 검찰이 기소를 한 사건에 대해 재판에서 무죄가 나올 경우, (유우성씨, 정현주 사장 등 검찰이 기소했다가 무죄가 나온 경우 사과한 적이 없던 걸 보면)이를 데이터화하여 검찰 내부에서 인사 적용을 할 때 활용해야 하지 않을까 생각한다.
  책을 읽다 보니 한명숙 국무총리의 뇌물 수수 사건과 관련해, 검찰에서 핵심 증인 한만호씨에게 모해 위증교사를 했는지에 대한 여부도 궁금해졌다. 고 한만호 씨는 비망록에서, 검찰이 한 전 총리를 뇌물죄로 감옥에 가두기 위해, 검찰 측이 꾸민 조서대로 증언을 하도록 자신을 훈련시켰다고 말했다.
  표적을 찍어놓고 언론에 아직 입증되지 않은 사실을 하나 둘씩 흘리며 여론재판으로 사냥을 해나가는 검찰의 수사 방식을 지켜보다 보니, 시민으로서 검찰의 권력이 너무도 두려워졌다. 검찰은 마음만 먹으면 대통령이든 법무부장관이든, 그 누구든 난도질할 수 있는데 시민이라고 그렇게 하지 못할까.
  MBC피디수업은 약 70여곳을 압수수색했다고 했는데, 조국 전 장관의 동생과 동생의 친구, 지인 등에 대한 압수수색까지 계산하면 검찰의 압수수색은 100여 곳에 이른다. 책 156P에 압수수색 장소에 대해 따로 정리한 리스트가 있었는데, 도대체 검사 대가리에 뭐가 들었기에 저런 곳까지 굳이 압수수색을 해야 했던 거지, 싶은 장소가 정말 많았다. 검찰은 조국 전 장관을 수사한지 126일 만에 12개 혐의로 그를 불구속기소한다. 이명박 전 대통령(88일), 박근혜 전 대통령 수사(151일)에 버금갈 만큼 장기간에 걸쳐 대규모 인원을 투입할 만한 수사였을까 싶다. 
  조국 장관은 검찰의 기소 이후 검찰에 출두하면서, 심문 당시 진술거부권을 행사한 바 있다. 언론에서는 이를 악의적으로 보도했는데, 책에는 왜 본인이 진술거부권을 행사했는지에 대해 정리해둔 부분도 있다. 당시 검찰은 정경심 교수를 구속하는데 성공했지만 조국 장관까지 관련 혐의로 구속 시킬 수가 없을 것 같다고 판단하여, 유재수 사건으로 구속을 시도한다. 책에는 유재수 사건으로 자신을 구속하려고 했던 검찰의 수사 과정과 행태, 이후 동부구치소에 입금 되었을 때의 심경, 서울중앙지검과 서울동부지검에서 기소한 사건에 대해서도 잘 서술되어 있다.
  나는 국회가 언론 개혁, 검찰 개혁, 사법 개혁을 최우선으로 해결해야 한다고 생각한다. 검찰과 사법부가, 그리고 정치 권력이 자정능력을 잃었을 때 언론만이 이를 바로잡을 수 있다. 하지만 안타깝게도, 검찰이 조국 전 장관을 기소한 이후 현재까지의 언론에서 보여준 행태를 보면, 언론이 제 역할을 전혀 하지 못하고 있다고 생각한다.
  책에는 조국 전 장관이 2019년 9월 23일 가택 압수수색을 당한 후 기자들이 한 식당 배달원에게 희희낙락하며 조 전 장관 가족이 짜장면을 먹었는지, 짬뽕을 먹었는지, 찌개류를 먹었는지에 대해 질문했다는 에피소드가 나온다. 이외, 안에서 사람이 나올 때까지 조국 전 장관의 현관문 초인종을 눌러댄 기자, 딸이 중요한 시험을 보는데도 시험장까지 찾아가 답을 요구했던 기자, 가족들이 차를 타고 나가려는데 차 문을 못 닫게 붙잡다 딸의 다리를 다치게 한 기자 등 여러 기자들의 취재 행태에 대한 이야기가 나온다.
  나는 아직도, 검찰의 조국장관에 대한 수사가 본격적으로 전개된 이후 많은 국민들이 서초동에 모여 촛불집회를 했을 때의 상황을 잊지 못하겠다. 유시민 작가는 2019년 노무현재단에서 주최한 지역 강의에서 이런 지적을 한다. ""살아있는 권력도 인권을 존중해야 한다. 공직자와 그의 배우자 자녀의 인권도 인정 못 해 준다면 야만이다."" 조국 전 장관이 민정수석에서 장관으로 임명된 이후 여러가지 일들이 있었다. 이 책은 조국 개인이 자신의 시점으로 그 간의 과정을 정리한 책이기도 하겠지만, 객관적으론 검찰과 언론이 자행한 야만에 대한 기록이다. 그리고 또한, 검찰의 과오와 앞으로의 개혁에 대한 방향을 엿볼 수 있는 중요한 성과물이다.
  이 책 265 페이지에는 조국 전 장관이 장관 직을 내려놓을 때의 사직의 변이 전문으로 적혀있다. 책을 끝까지 다 읽은 후, 해당 페이지에 적힌 사직의 변을 한 번 더 읽었다. 앞으로도 검찰 개혁의 성공을 위해 뭐라도 해야겠다는 심정으로, 이연주 변호사의 <내가 검찰을 떠난 이유>를 다음 책으로 읽으려 한다.
  조국 전 장관이 앞으로도 잘 버텨주었으면 한다. 끝."
9788935668663,"이책을 접하지못했다 나도 언론에서 내보이는 헤드라인으로 세상을 입력했을지도 모른다.유투브나 영상으로 접하는 전달체의 왜곡을 그대로 흡수하지않고 진실을 봐야하고 공부해야된다는걸 느낄수 밖에 없었다.정치뉴스를 티비로 보고,듣고서만 판단하고 말하는게 아니구나라고, 문외한이지만 이책을 통해서 배웠다,그들의 삶.
요즘 경제,주식,비트코인 대세 속에서 이와관련책만 일
이러한 정치인물들의 책도 상당히 중요한책이다."
9788935668663,"이책을 접하지못했다 나도 언론에서 내보이는 헤드라인으로 세상을 입력했을지도 모른다.유투브나 영상으로 접하는 전달체의 왜곡을 그대로 흡수하지않고 진실을 봐야하고 공부해야된다는걸 느낄수 밖에 없었다.정치뉴스를 티비로 보고,듣고서만 판단하고 말하는게 아니구나라고, 문외한이지만 이책을 통해서 배웠다,그들의 삶.
요즘 경제,주식,비트코인 대세 속에서 이와관련책만 읽어오다가,
이러한 정치인물들의 책도 상당히 중요한책이구나
나름 충격을 갖게되었다."
9788935668663,"그런 고초를 겪으시고도 '내 어깨는 조금 젖었어'라고 표현하시는 분이네요. 정말 만신창이가 되어 목숨 겨우 부지하고 살아돌아오셨음을 온 국민이 아는데요.

그런 엄청난 고통을 견뎠던 힘이 저같이 작은 시민들의 응원이었음을 알고 나니 계속 신뢰의 메시지를 보내드려야겠다는 생각이 듭니다.

'솔직한 악덕'에 대해 끝까지 지지말고 싸워주세요. 조용히 응원하는 마음들이 많다는 것 알아주시기 바랍니다.
가족분들께도 감사와 미안함을 전하고 싶어요.

책 써주셔서 고맙습니다. 건강하세요."
9788935668663,"어떻게 버티고 계신지 모르겠습니다.
많은이들이 힘이 되어 당신을 지킬꺼에요.
버텨줘서 감사합니다. 조국님과 가족분들..
썩은 언론들과 개검은 우리가 꼭 풀어야할 과제라는걸 다시한번 소름끼치게 느꼈어요.
어찌 이럴수가 있는지..
정말 소름끼치고 분합니다.
개검의 특권의식, 무리의식..헛웃음만 나네요.
배고픈 더러운 짐승들이 우글거리는 그들의 우리안에서 진짜 얼마나 힘드셨을지
감히 가늠도 되지 않아요ㅜㅜ
어려운 책이 아니라 잘 읽히구요.
쉽게 풀어내셔서 이해도 잘 되지만, 읽어갈수록 마음이 아픈책이네요.
힘내세요!
책 잘 봤습니다.지인들에게도 선물도 하려구요.
많은이들이 진실을 알아야하니까요."
9788935668663,"책의 무게보다 더 무거운 눈물을 훔쳐낸 휴지산이 쌓였어요. 한 문장을 읽어내기가 이리도 힘든 책이 있었을까요. 울컥하는 심정과 함께 조국 장관님 댁 앞에로 달려가 용기 내시라고 말하고 싶었지요.
털어도 털어도 나오지 않는 것이 더 큰 죄가 되어 검사들의 난동을 온 가족이 받아내고 계심을 우리들은 알고 있어요. 이 땅에 태어나 주심이 이 나라의 축복이며 그 가족의 삶이 더없이 바름이 더 큰 영광입니다. 세상은 바뀜이 없다고 무지한 자들은 애써 말들 하지만, 조국 장관님의 한 걸음 두 걸음이 이미 세상을 변화시키고 있음을 아는 많은 이들이 함께하고 있어요. 끝까지 응원하며 함께 합니다.
지치지 말고 끝까지 함께 합니다"
9788935668663,"정글같은 사회에서 나는 나와 내 가족을 지킬수 있을까?
인간의 삶은 그 속성면에서 원시시대와 근본적 다름이 아니다.
해서 나는 카르텔을 형성하는 무리에 속해 보호받고자 하고, 또다른 나는 모두에게 공정하게 적용되는 제도와 사회를 만드는 무리에 속해 더 나은 세상을 만들기위해 혼자 고군분투해야 한다. 뜻을 같이하지만 혼자인 것이다.
우리 사회는 후자인 나로인해 문명화되고 인문주의의 꽃을 피울수 있었다. 그래서 난 이런분들을 존경한다."
9788935668663,"정글같은 사회에서 나는 나와 내 가족을 지킬수 있을까?
인간의 삶은 그 속성면에서 원시시대와 근본적 다름이 아니다.
해서 나는 카르텔을 형성하는 무리에 속해 보호받고자 하고, 또다른 나는 모두에게 공정하게 적용되는 제도와 사회를 만드는 무리에 속해 더 나은 세상을 만들기위해 혼자 고군분투해야 한다. 뜻을 같이하지만 혼자인 것이다.
우리 사회는 후자인 나로인해 문명화되고 인문주의의 꽃을 피울수 있었다. 그래서 난 이런분들을 존경한다."
9788935668663,"거짓은 진실을 이길 수 없다. 조국이 살아 돌아왔다. 나는 조국을 믿는다. 검찰개혁의 의지에 대한 대가.. 정권은 바뀌었지만 기득권(야당)과 언론, 사회의 주축을 자리 잡은 적폐들은 바뀌지 않았다. 그들은 지금까지 약자와 국민들을 약탈하며 편하게 살아왔다. 편하게 계속 살아가고 싶었을 것이다. 그렇기 때문에 그렇게 무참히 헛소문을 사실인냥 언론을 통해 퍼트렸다. 그들의 목표는 조국을 자살시키는 거였다. 하지만 조국은 강했다. 조국은 살아돌아왔다."
9788935668663,돈 주고 사기 아까워 서점에서 한 번 들춰보았다. 나도 한 때는 촛불 들고 변화의 희망을 품고 그들과 그 분노를 함께 했던 사람으로 무엇이 이 사람을 여기로 내몰았나 싶어서였다. 그러나 결론은 작금의 민심과 다를게 하나 없다. 내로남불 자기변명 어불성설의 종합판. 그들만의 리거들의 깨진 뇌 줏어담느라 애쓴 판타지 문학. 손바닥으로 태양을 가리고 빛이 없다 하여라.
