ISBN13,review
9791167370280,제목에 너무 큰 의미부여를 했나보다...읽다보니 그냥 고유정사건이 생각났습니다
9791167370280,"첫 장면부터 영상미가 엄청납니다. 묘사가 집요하면 늘어지는 느낌이 들 수도 있는데 숙숙 넘기게 되고요. 한 자리에서 다섯 시간 정도 걸렸네요. 여운도 묵직하고요. 최고의 페이지터너, 인정합니다."
9791167370280,이 정도면 고유정한테 로열티 줘야지.그냥 고유정 얘기지 이게 무슨...작가의 말 민망하지 않나.
9791167370280,"은호, 재인, 지유 등 모든 등장인물에 몰입되어 그들의 입장을 들여다보고 공감하게된다. 젠장 나는 유나도 공감되더라. 이를 어째 ㅜ"
9791167370280,어떻게 이렇게 자세하게 상세하게 글로 표현하는게 가능한건지 책을 읽고 있는게 아니라 영화를 보고 있는것 같았다..
9791167370280,멈추지 못하고 한 번에 읽었습니다. 흡인력이 엄창나요. 전작인 종의 기원에서 느껐던 아쉬움이 이번 작을 읽고선 말끔히 사라졌어요.이런 멋진 작품 써주신 작가님께 감사드립니다!
9791167370280,"소설 자체는 잘 썼습니다. 너무 잘 써서 소설 속에 고유정이 살아숨쉬는 것 같아 읽기가 힘들었습니다. 이전작들과 달리 실제 사건의 모티프가 강해 다음 이야기가 뭘지 기대감도 떨어졌습니다. 결말까지 뻔한 전개로 갔고, 제목만 읽고 떠올렸던 것 이상의 이야기를 말해주지 못한 것 같아요."
9791167370280,26쪽까지 읽다 덮음...굳이 고유정사건을 바탕으로 해야했나...딱봐도 고유정사건같아서 토나올거같아 뒤에는 안읽습니다.
9791167370280,밤새 읽는데 무서워서 죽는줄 알았다.  내용이나 전개는 다 예상대로였는데 그래도 무섭더라.  사람이 젤 무섭단 생각을 다시 했고 뻔한 내용인데 이렇게 무서워하며 읽게 만드는 작가의 재능이 대단헌듯.
9791167370280,읽는내내 긴장감은 커졌고 기대감은 작아졌다. 읽는 것인지 보는 것인지 헷갈리게 술술 읽히는 것은 내가 정유정 작가를 사랑하는 가장 큰 이유다. 약간은 아쉬웠다. 기대감이 컸기 때문일거라 생각해 본다.
9791167370280,읽다보니 고유정 사건이 모티브...좀 실망
9791167370280,너무 기대하고 고대하다가 첫페이지 넘기는 순간...고*정 사건을 모티브로 하신 것 같다는 생각이 강하게 드네요...읽어가면서 더 강하게 풍기는 여러 장치들 재미있지만 왠지 모를 찝찝함.
9791167370280,생각보다 두꺼웠지만 단숨에 완독 했네요~재밌어요~
9791167370280,어떻게 될 지 무슨 일이 벌어졌는지 아는데도 끝까지 손을 떼지 못하게 하는 매력. 근데 역시 다 읽고나면 사람이 참 무서워져요. ㅜㅜ
9791167370280,대단하다. 늘 감사드린다. 또 한 이년 기다려야 하나 염치없지만 괴롭다.
